STAR version=2.7.11b
STAR compilation time,server,dir=2024-07-03T14:41:31+0000 :/opt/conda/conda-bld/star_1720017372352/work/source
##### Command Line:
/students/2023-2024/Thema11/shbreekers_snakemake/Snakemake/.snakemake/conda/0ef1c6c2b9317e9c6d0243b5763c923e/bin/STAR-avx --runThreadN 4 --genomeDir data/refs/star_index/Genome --readFilesIn data/pe/SRR13442908_1.fastq data/pe/SRR13442908_2.fastq --outSAMtype BAM SortedByCoordinate --quantMode TranscriptomeSAM GeneCounts --outReadsUnmapped Fastx --outTmpDir /tmp/tmpv5py2j95/STARtmp --outFileNamePrefix /tmp/tmpv5py2j95/ --outStd BAM_SortedByCoordinate
##### Initial USER parameters from Command Line:
outFileNamePrefix                 /tmp/tmpv5py2j95/
outTmpDir                         /tmp/tmpv5py2j95/STARtmp
outStd                            BAM_SortedByCoordinate
###### All USER parameters from Command Line:
runThreadN                    4     ~RE-DEFINED
genomeDir                     data/refs/star_index/Genome     ~RE-DEFINED
readFilesIn                   data/pe/SRR13442908_1.fastq   data/pe/SRR13442908_2.fastq        ~RE-DEFINED
outSAMtype                    BAM   SortedByCoordinate        ~RE-DEFINED
quantMode                     TranscriptomeSAM   GeneCounts        ~RE-DEFINED
outReadsUnmapped              Fastx     ~RE-DEFINED
outTmpDir                     /tmp/tmpv5py2j95/STARtmp     ~RE-DEFINED
outFileNamePrefix             /tmp/tmpv5py2j95/     ~RE-DEFINED
outStd                        BAM_SortedByCoordinate     ~RE-DEFINED
##### Finished reading parameters from all sources

##### Final user re-defined parameters-----------------:
runThreadN                        4
genomeDir                         data/refs/star_index/Genome
readFilesIn                       data/pe/SRR13442908_1.fastq   data/pe/SRR13442908_2.fastq   
outFileNamePrefix                 /tmp/tmpv5py2j95/
outTmpDir                         /tmp/tmpv5py2j95/STARtmp
outStd                            BAM_SortedByCoordinate
outReadsUnmapped                  Fastx
outSAMtype                        BAM   SortedByCoordinate   
quantMode                         TranscriptomeSAM   GeneCounts   

-------------------------------
##### Final effective command line:
/students/2023-2024/Thema11/shbreekers_snakemake/Snakemake/.snakemake/conda/0ef1c6c2b9317e9c6d0243b5763c923e/bin/STAR-avx   --runThreadN 4   --genomeDir data/refs/star_index/Genome   --readFilesIn data/pe/SRR13442908_1.fastq   data/pe/SRR13442908_2.fastq      --outFileNamePrefix /tmp/tmpv5py2j95/   --outTmpDir /tmp/tmpv5py2j95/STARtmp   --outStd BAM_SortedByCoordinate   --outReadsUnmapped Fastx   --outSAMtype BAM   SortedByCoordinate      --quantMode TranscriptomeSAM   GeneCounts   
----------------------------------------

Number of fastq files for each mate = 1
ParametersSolo: --soloCellFilterType CellRanger2.2 filtering parameters:  3000 0.99 10
WARNING: --limitBAMsortRAM=0, will use genome size as RAM limit for BAM sorting
Finished loading and checking parameters
Reading genome generation parameters:
### /students/2023-2024/Thema11/shbreekers_snakemake/Snakemake/.snakemake/conda/0ef1c6c2b9317e9c6d0243b5763c923e/bin/STAR-avx   --runMode genomeGenerate      --runThreadN 4   --genomeDir data/refs/star_index/Genome   --genomeFastaFiles data/refs/GRCh38.p13.genome.fa      --outTmpDir /tmp/tmp5xzvrjte/STARtmp   --sjdbGTFfile data/refs/gencode.v38.annotation.gtf
### GstrandBit=32
versionGenome                 2.7.4a     ~RE-DEFINED
genomeType                    Full     ~RE-DEFINED
genomeFastaFiles              data/refs/GRCh38.p13.genome.fa        ~RE-DEFINED
genomeSAindexNbases           14     ~RE-DEFINED
genomeChrBinNbits             18     ~RE-DEFINED
genomeSAsparseD               1     ~RE-DEFINED
genomeTransformType           None     ~RE-DEFINED
genomeTransformVCF            -     ~RE-DEFINED
sjdbOverhang                  100     ~RE-DEFINED
sjdbFileChrStartEnd           -        ~RE-DEFINED
sjdbGTFfile                   data/refs/gencode.v38.annotation.gtf     ~RE-DEFINED
sjdbGTFchrPrefix              -     ~RE-DEFINED
sjdbGTFfeatureExon            exon     ~RE-DEFINED
sjdbGTFtagExonParentTranscripttranscript_id     ~RE-DEFINED
sjdbGTFtagExonParentGene      gene_id     ~RE-DEFINED
sjdbInsertSave                Basic     ~RE-DEFINED
genomeFileSizes               3441100229   26267789505        ~RE-DEFINED
Genome version is compatible with current STAR
Number of real (reference) chromosomes= 639
1	chr1	248956422	0
2	chr2	242193529	249036800
3	chr3	198295559	491257856
4	chr4	190214555	689700864
5	chr5	181538259	880017408
6	chr6	170805979	1061683200
7	chr7	159345973	1232601088
8	chr8	145138636	1391984640
9	chr9	138394717	1537212416
10	chr10	133797422	1675624448
11	chr11	135086622	1809580032
12	chr12	133275309	1944846336
13	chr13	114364328	2078277632
14	chr14	107043718	2192834560
15	chr15	101991189	2300051456
16	chr16	90338345	2402287616
17	chr17	83257441	2492727296
18	chr18	80373285	2576089088
19	chr19	58617616	2656567296
20	chr20	64444167	2715287552
21	chr21	46709983	2779774976
22	chr22	50818468	2826698752
23	chrX	156040895	2877554688
24	chrY	57227415	3033792512
25	chrM	16569	3091202048
26	GL000008.2	209709	3091464192
27	GL000009.2	201709	3091726336
28	GL000194.1	191469	3091988480
29	GL000195.1	182896	3092250624
30	GL000205.2	185591	3092512768
31	GL000208.1	92689	3092774912
32	GL000213.1	164239	3093037056
33	GL000214.1	137718	3093299200
34	GL000216.2	176608	3093561344
35	GL000218.1	161147	3093823488
36	GL000219.1	179198	3094085632
37	GL000220.1	161802	3094347776
38	GL000221.1	155397	3094609920
39	GL000224.1	179693	3094872064
40	GL000225.1	211173	3095134208
41	GL000226.1	15008	3095396352
42	KQ759759.1	196940	3095658496
43	ML143376.1	493165	3095920640
44	KN538364.1	415308	3096444928
45	ML143355.1	292944	3096969216
46	ML143348.1	125549	3097493504
47	ML143347.1	176674	3097755648
48	ML143346.1	53476	3098017792
49	ML143352.1	254759	3098279936
50	KQ759762.1	101037	3098542080
51	ML143375.1	56695	3098804224
52	KQ031383.1	467143	3099066368
53	KN538369.1	541038	3099590656
54	ML143342.1	84043	3100377088
55	ML143350.1	89956	3100639232
56	ML143362.1	192531	3100901376
57	JH159136.1	200998	3101163520
58	ML143357.1	165419	3101425664
59	ML143385.1	17435	3101687808
60	ML143378.1	461303	3101949952
61	ML143382.1	28824	3102474240
62	ML143383.1	68192	3102736384
63	ML143384.1	14678	3102998528
64	JH159137.1	191409	3103260672
65	ML143356.1	45257	3103522816
66	ML143364.1	158944	3103784960
67	ML143365.1	65394	3104047104
68	KZ208923.1	48370	3104309248
69	KZ208924.1	209722	3104571392
70	KQ031387.1	320750	3104833536
71	KV766195.1	140877	3105357824
72	KZ208916.1	1046838	3105619968
73	ML143363.1	7309	3106668544
74	KN538360.1	460100	3106930688
75	KZ208920.1	690932	3107454976
76	KZ208906.1	330031	3108241408
77	KN196484.1	370917	3108765696
78	KN196476.1	305979	3109289984
79	KQ983257.1	230434	3109814272
80	KN196479.1	330164	3110076416
81	KV575245.1	154723	3110600704
82	KZ208917.1	64689	3110862848
83	KZ208911.1	242796	3111124992
84	KN196473.1	166200	3111387136
85	KZ559108.1	305244	3111649280
86	KN196487.1	101150	3112173568
87	KQ759760.1	315610	3112435712
88	KN196475.1	451168	3112960000
89	KV880766.1	156998	3113484288
90	KV880767.1	265876	3113746432
91	KQ090016.1	245716	3114270720
92	ML143374.1	137908	3114532864
93	KV880764.1	142129	3114795008
94	KN538361.1	305542	3115057152
95	KN196474.1	122022	3115581440
96	ML143360.1	170928	3115843584
97	KZ559109.1	279644	3116105728
98	ML143359.1	217075	3116630016
99	KQ090022.1	181958	3116892160
100	KV766194.1	139427	3117154304
101	KN196478.1	268330	3117416448
102	KZ559104.1	105527	3117940736
103	KN196480.1	277797	3118202880
104	ML143370.1	369264	3118727168
105	KQ090028.1	407387	3119251456
106	KN196483.1	35455	3119775744
107	KN196481.1	108875	3120037888
108	KN538363.1	365499	3120300032
109	KN538362.1	208149	3120824320
110	KQ031385.1	373699	3121086464
111	KV766192.1	411654	3121610752
112	KQ031386.1	165718	3122135040
113	KQ031388.1	179932	3122397184
114	KN538365.1	14347	3122659328
115	KN538366.1	85284	3122921472
116	KN538367.1	420164	3123183616
117	ML143361.1	297568	3123707904
118	KN538370.1	86533	3124232192
119	KN538373.1	148762	3124494336
120	KZ559113.1	480415	3124756480
121	KV880765.1	468267	3125280768
122	KV766196.1	281919	3125805056
123	KN538371.1	206320	3126329344
124	KQ031384.1	481245	3126591488
125	KN538372.1	356766	3127115776
126	KQ090021.1	264545	3127640064
127	ML143371.1	5500449	3128164352
